LSOA2001,PTAI2015,PTAL
E01002270,3.93687,1b
E01002271,1.23824,1a
E01002272,7.37129,2
E01002273,2.31536,1a
E01002274,6.79855,2
E01002275,3.79637,1b
E01002276,0.834587,1a
E01002277,1.77749,1a
E01002278,6.12731,2
E01002279,5.13857,2
E01002280,5.90782,2
E01002281,5.47366,2
E01002282,6.59224,2
E01002283,4.86809,1b
E01002284,4.27953,1b
E01002285,6.41369,2
E01002286,1.53204,1a
E01002287,8.12388,2
E01002288,3.26005,1b
E01002289,6.30277,2
E01002290,9.15911,2
E01002291,10.053,3
E01002292,3.07737,1b
E01002293,4.6787,1b
E01002294,2.87437,1b
E01002295,5.58112,2
E01002296,0.406222,1a
E01002297,4.66927,1b
E01002298,5.74951,2
E01002299,5.29101,2
E01002300,9.87475,2
E01002301,4.97542,1b
E01002302,5.37297,2
E01002303,5.06421,2
E01002304,0.736619,1a
E01002305,0.794609,1a
E01002306,3.6604,1b
E01002307,4.41836,1b
E01002308,2.62696,1b
E01002309,3.78252,1b
E01002310,4.51911,1b
E01002311,2.35809,1a
E01002312,3.54009,1b
E01002313,3.88134,1b
E01002314,4.76735,1b
E01002315,4.54522,1b
E01002316,2.98846,1b
E01002317,3.9746,1b
E01002318,5.95754,2
E01002319,6.30086,2
E01002320,4.0685,1b
E01002321,4.96778,1b
E01002322,2.71623,1b
E01002323,3.51347,1b
E01002324,1.19427,1a
E01002325,3.23053,1b
E01002326,8.62595,2
E01002327,6.57834,2
E01002328,6.49247,2
E01002329,4.75897,1b
E01002330,1.57229,1a
E01002331,5.56346,2
E01002332,5.74047,2
E01002333,3.81509,1b
E01002334,1.24285,1a
E01002335,6.44552,2
E01002336,3.71171,1b
E01002337,2.76698,1b
E01002338,7.43056,2
E01002339,2.78331,1b
E01002340,11.2218,3
E01002341,3.63813,1b
E01002342,4.2182,1b
E01002343,2.69775,1b
E01002344,0.502584,1a
E01002345,7.40675,2
E01002346,5.26042,2
E01002347,1.87127,1a
E01002348,0.723705,1a
E01002349,3.31984,1b
E01002350,27.5309,6a
E01002351,9.33551,2
E01002352,7.53239,2
E01002353,14.8267,3
E01002354,6.46174,2
E01002355,7.17816,2
E01002356,26.7229,6a
E01002357,21.5465,5
E01002358,19.7836,4
E01002359,7.48759,2
E01002360,10.5158,3
E01002361,13.0282,3
E01002362,10.6077,3
E01002363,6.07623,2
E01002364,10.2746,3
E01002365,8.83177,2
E01002366,7.26676,2
E01002367,7.76784,2
E01002368,3.87648,1b
E01002369,3.85533,1b
E01002370,2.26697,1a
E01002371,6.45978,2
E01002372,5.21501,2
E01002373,3.62359,1b
E01002374,2.32465,1a
E01002375,2.88103,1b
E01002376,7.92106,2
E01002377,3.75448,1b
E01002378,2.68192,1b
E01002379,12.4053,3
E01002380,8.02626,2
E01002381,6.50685,2
E01002382,8.82818,2
E01002383,4.22547,1b
E01002384,10.1165,3
E01002385,0.576846,1a
E01002386,12.7604,3
E01002387,1.92184,1a
E01002388,2.10815,1a
E01002389,0.884774,1a
E01002390,3.6671,1b
E01002391,0.269091,1a
E01002392,3.54938,1b
E01002393,5.47491,2
E01002394,1.33582,1a
E01002395,4.20121,1b
E01002396,6.73295,2
E01002397,9.63589,2
E01002398,6.81137,2
E01002399,5.45319,2
E01002400,4.92686,1b
E01002401,5.05247,2
E01002402,5.37098,2
E01002403,4.11304,1b
E01002404,4.14126,1b
E01002405,5.2036,2
E01002406,7.27089,2
E01002407,14.9861,3
E01002408,7.98781,2
E01002409,6.38966,2
E01002410,7.32259,2
E01002411,3.38741,1b
E01002412,7.4615,2
E01002413,3.98652,1b
E01002414,7.25484,2
E01002415,3.10999,1b
E01002416,1.84516,1a
E01002417,8.52369,2
E01002418,5.46504,2
E01002419,9.51351,2
E01002420,3.30311,1b
E01002421,2.31647,1a
E01002422,4.62929,1b
E01002423,3.05698,1b
E01002424,5.29873,2
E01002425,3.52584,1b
E01002426,7.68046,2
E01002427,5.82371,2
E01002428,2.66693,1b
E01002429,3.22305,1b
E01002430,0.554296,1a
E01002431,7.42617,2
E01002432,9.18316,2
E01002433,3.22636,1b
E01002434,2.65528,1b
E01002435,6.87354,2
E01002436,2.56049,1b
E01002437,2.90634,1b
E01002438,0.240965,1a
E01002439,2.38888,1a
E01002440,1.20851,1a
E01002441,0.729898,1a
E01002442,1.15238,1a
E01002443,5.17736,2
E01002444,4.0722,1b
E01002445,5.18992,2
E01002446,2.79044,1b
E01002447,4.75634,1b
E01002448,5.89817,2
E01002449,9.38271,2
E01002450,2.42859,1a
E01002451,4.19972,1b
E01002452,6.8061,2
E01002453,2.22589,1a
E01002454,0.501776,1a
E01002455,4.41949,1b
E01002456,3.50716,1b
E01002457,3.72181,1b
E01002458,1.81312,1a
E01002459,2.32543,1a
E01002460,8.36988,2
E01002461,0.958075,1a
E01002462,2.05361,1a
E01002463,5.49091,2
E01002464,4.9929,1b
E01002465,7.99062,2
E01002466,5.11503,2
E01002467,8.92569,2
E01002468,7.82585,2
E01002469,9.64402,2
E01002470,12.52,3
E01002471,9.94919,2
E01002472,7.28296,2
E01002473,0.951307,1a
E01002474,2.98082,1b
E01002475,3.28632,1b
E01002476,4.28853,1b
E01002477,4.96786,1b
E01002478,8.95702,2
E01002479,2.67619,1b
E01002480,2.35467,1a
E01002481,3.88632,1b
E01002482,3.69988,1b
E01002483,7.47246,2
E01002484,6.5183,2
E01002485,9.20889,2
E01002486,2.40549,1a
E01002487,4.21167,1b
E01002488,5.38934,2
E01002489,17.7191,4
E01002490,8.17782,2
E01002491,4.86264,1b
E01002492,4.18735,1b
E01002493,5.29541,2
E01002494,1.52927,1a
E01002495,8.17087,2
E01002496,2.8291,1b
E01002497,8.86139,2
E01002498,7.71931,2
E01002499,2.71738,1b
E01002500,2.41789,1a
E01002501,6.61386,2
E01002502,6.35696,2
E01002503,8.89968,2
E01002504,5.9726,2
E01002505,5.67278,2
E01002506,14.4689,3
E01002507,1.58668,1a
E01002508,9.77219,2
E01002509,2.89495,1b
E01002510,5.16095,2
E01002511,4.42856,1b
E01002512,4.04951,1b
E01002513,6.06116,2
E01002514,14.7576,3
E01002515,8.3654,2
E01002516,2.19197,1a
E01002517,3.48533,1b
E01002518,4.54559,1b
E01002519,1.75118,1a
E01002520,0.920126,1a
E01002521,11.9729,3
E01002522,11.8436,3
E01002523,6.77781,2
E01002524,4.40329,1b
E01002525,5.88075,2
E01002526,3.88082,1b
E01002527,1.7563,1a
E01002528,3.17383,1b
E01002529,11.2418,3
E01002530,3.38288,1b
E01002531,6.10043,2
E01002532,3.40202,1b
E01002533,0.850302,1a
E01002534,5.61959,2
E01002535,14.494,3
E01002536,8.45962,2
E01002537,8.7211,2
E01002538,2.3688,1a
E01002539,2.7634,1b
E01002540,3.31471,1b
E01002541,3.50453,1b
E01002542,5.47178,2
E01002543,3.08424,1b
E01002544,1.82092,1a
E01002545,2.54742,1b
E01002546,4.31848,1b
E01002547,5.41121,2
E01002548,3.96665,1b
E01002549,5.26495,2
E01002550,1.61395,1a
E01002551,5.68722,2
E01002552,6.4691,2
E01002553,5.09357,2
E01002554,4.65665,1b
E01002555,5.07501,2
E01002556,3.7819,1b
E01002557,5.15537,2
E01002558,5.25246,2
E01002559,1.67801,1a
E01002560,2.54301,1b
E01002561,0.418319,1a
E01002562,4.65083,1b
E01002563,8.76867,2
E01002564,7.97876,2
E01002565,9.35835,2
E01002566,10.1204,3
E01002567,14.3013,3
E01002568,11.5158,3
E01002569,5.89787,2
E01002570,19.6988,4
E01002571,3.12861,1b
E01002572,1.95944,1a
E01002573,14.9101,3
E01002574,17.4444,4
E01002575,12.348,3
E01002576,6.54085,2
E01002577,4.2213,1b
E01002578,7.80573,2
E01002579,4.98576,1b
E01002580,14.1321,3
E01002581,8.08526,2
E01002582,2.63379,1b
E01002583,5.95185,2
E01002584,8.15749,2
E01002585,6.49332,2
E01002586,3.34745,1b
E01002587,8.06199,2
E01002588,1.7599,1a
E01002589,2.9941,1b
E01002590,6.67115,2
E01002591,3.36427,1b
E01002592,7.38814,2
E01002593,14.4667,3
E01002594,10.9792,3
E01002595,6.27371,2
E01002596,1.80511,1a
E01002597,14.1658,3
E01002598,7.40118,2
E01002599,3.71577,1b
E01002600,3.65198,1b
E01002601,1.48001,1a
E01002602,2.31287,1a
E01002603,4.82379,1b
E01002604,3.24896,1b
E01002605,5.60174,2
E01002606,4.52205,1b
E01002607,6.51199,2
E01002608,5.81968,2
E01002609,5.85408,2
E01002610,1.82567,1a
E01002611,4.2809,1b
E01002612,15.5552,4
E01002613,6.48639,2
E01002614,4.93128,1b
E01002615,3.75133,1b
E01002616,4.91559,1b
E01002617,2.29096,1a
E01002618,5.16797,2
E01002619,5.78591,2
E01002620,6.17735,2
E01002621,4.0215,1b
E01002622,10.0433,3
E01002623,11.159,3
E01002624,12.5781,3
E01002625,3.55851,1b
E01002626,3.74707,1b
E01002627,2.35038,1a
E01002628,4.83552,1b
E01002629,7.73502,2
E01002630,9.60233,2
E01002631,3.08743,1b
E01002632,3.92926,1b
E01002633,3.50432,1b
E01002634,4.11431,1b
E01002635,4.78657,1b
E01002636,3.53391,1b
E01002637,4.82529,1b
E01002638,3.00416,1b
E01002639,12.7452,3
E01002640,16.9798,4
E01002641,16.9963,4
E01002642,24.4652,5
E01002643,13.6855,3
E01002644,31.4001,6a
E01002645,20.9752,5
E01002646,8.55547,2
E01002647,4.69305,1b
E01002648,19.5482,4
E01002649,14.211,3
E01002650,3.19921,1b
E01002651,6.92496,2
E01002652,5.27002,2
E01002653,4.28389,1b
E01002654,3.47062,1b
E01002655,6.81442,2
E01002656,3.7789,1b
E01002657,7.53381,2
E01002658,6.80644,2
E01002659,4.39364,1b
E01002660,14.0214,3
E01002661,9.89294,2
E01002662,17.8295,4
E01002663,14.1467,3
E01002664,17.8426,4
E01002665,9.00587,2
E01002666,6.78031,2
E01002667,4.58788,1b
E01002668,7.36451,2
E01002669,3.80483,1b
E01002670,3.99529,1b
E01002671,5.11347,2
E01002672,4.1069,1b
E01002673,4.52993,1b
E01002674,7.71495,2
E01002675,9.62308,2
E01002676,4.92767,1b
E01002677,13.1545,3
E01002678,1.33325,1a
E01002679,7.31699,2
E01002680,10.0805,3
E01002681,11.2596,3
E01002682,12.1893,3
E01002683,13.4885,3
E01002684,11.9725,3
E01002685,8.31009,2
E01002686,3.8746,1b
E01002687,14.97,3
E01002688,19.0241,4
E01002689,10.8961,3
E01002690,10.7179,3
E01002691,11.4588,3
E01002692,15.9822,4
E01002693,20.2768,5
E01002694,15.4164,4
E01002695,31.1858,6a
E01002696,27.4997,6a
E01002697,49.2683,6b
E01002698,24.714,5
E01002699,13.5919,3
E01002700,8.66543,2
E01002701,38.1114,6a
E01002702,27.4555,6a
E01002703,26.6831,6a
E01002704,69.0566,6b
E01002705,37.3852,6a
E01002706,33.36,6a
E01002707,28.0624,6a
E01002708,13.2189,3
E01002709,19.705,4
E01002710,33.1128,6a
E01002711,74.133,6b
E01002712,21.5014,5
E01002713,24.9225,5
E01002714,13.6964,3
E01002715,14.1028,3
E01002716,30.694,6a
E01002717,31.0247,6a
E01002718,26.2902,6a
E01002719,34.3107,6a
E01002720,28.1167,6a
E01002721,21.1955,5
E01002722,22.1086,5
E01002723,27.6439,6a
E01002724,45.4733,6b
E01002725,27.2715,6a
E01002726,35.6992,6a
E01002727,28.1132,6a
E01002728,62.2681,6b
E01002729,33.8392,6a
E01002730,40.1437,6b
E01002731,31.7312,6a
E01002732,40.3834,6b
E01002733,19.5539,4
E01002734,55.4333,6b
E01002735,49.092,6b
E01002736,32.6329,6a
E01002737,16.8177,4
E01002738,21.782,5
E01002739,27.0659,6a
E01002740,37.8588,6a
E01002741,11.4166,3
E01002742,23.8055,5
E01002743,11.0826,3
E01002744,15.1962,4
E01002745,20.0709,5
E01002746,28.3508,6a
E01002747,39.4803,6a
E01002748,41.1852,6b
E01002749,26.9795,6a
E01002750,27.3903,6a
E01002751,32.7617,6a
E01002752,22.9514,5
E01002753,16.315,4
E01002754,24.4142,5
E01002755,10.6574,3
E01002756,14.3042,3
E01002757,9.18447,2
E01002758,12.3875,3
E01002759,19.867,4
E01002760,14.0107,3
E01002761,31.0963,6a
E01002762,25.727,6a
E01002763,30.5787,6a
E01002764,20.9027,5
E01002765,22.0541,5
E01002766,16.8217,4
E01002767,25.1063,6a
E01002768,18.2919,4
E01002769,13.79,3
E01002770,32.9969,6a
E01002771,21.7377,5
E01002772,32.0962,6a
E01002773,28.8444,6a
E01002774,26.3706,6a
E01002775,29.9869,6a
E01002776,27.8195,6a
E01002777,29.3468,6a
E01002778,27.281,6a
E01002779,18.1941,4
E01002780,23.9395,5
E01002781,19.3649,4
E01002782,21.4284,5
E01002783,15.8261,4
E01002784,12.7554,3
E01002785,15.3192,4
E01002786,20.9567,5
E01002787,17.1599,4
E01002788,12.1118,3
E01002789,14.6783,3
E01002790,30.8121,6a
E01002791,38.1591,6a
E01002792,26.0625,6a
E01002793,31.008,6a
E01002794,30.8784,6a
E01002795,36.0788,6a
E01002796,30.6772,6a
E01002797,22.2697,5
E01002798,16.1488,4
E01002799,22.7646,5
E01002800,13.452,3
E01002801,30.5765,6a
E01002802,17.2543,4
E01002803,25.1791,6a
E01002804,11.407,3
E01002805,29.2731,6a
E01002806,18.9807,4
E01002807,11.8171,3
E01002808,13.2818,3
E01002809,17.7167,4
E01002810,14.0945,3
E01002811,14.1516,3
E01002812,23.5375,5
E01002813,29.7005,6a
E01002814,31.2039,6a
E01002815,29.5387,6a
E01002816,24.2709,5
E01002817,29.0841,6a
E01002818,31.5435,6a
E01002819,28.3974,6a
E01002820,34.4006,6a
E01002821,37.4767,6a
E01002822,38.5273,6a
E01002823,37.2848,6a
E01002824,27.065,6a
E01002825,22.672,5
E01002826,26.3509,6a
E01002827,32.8848,6a
E01002828,32.3139,6a
E01002829,18.0796,4
E01002830,16.9603,4
E01002831,19.2919,4
E01002832,25.2258,6a
E01002833,21.903,5
E01002834,34.3659,6a
E01002835,35.604,6a
E01002836,31.391,6a
E01002837,29.7584,6a
E01002838,32.8573,6a
E01002839,31.5742,6a
E01002840,15.3901,4
E01002841,14.7587,3
E01002842,14.217,3
E01002843,19.3673,4
E01002844,14.4593,3
E01002845,17.6744,4
E01002846,42.1646,6b
E01002847,41.2676,6b
E01002848,33.9916,6a
E01002849,39.811,6a
E01002850,36.9043,6a
E01002851,35.14,6a
E01002852,13.4376,3
E01002853,15.8165,4
E01002854,17.4662,4
E01002855,14.5085,3
E01002856,19.8893,4
E01002857,13.6267,3
E01002858,29.0481,6a
E01002859,29.8852,6a
E01002860,26.7535,6a
E01002861,29.4804,6a
E01002862,31.2463,6a
E01002863,31.2776,6a
E01002864,16.6478,4
E01002865,20.4897,5
E01002866,26.9904,6a
E01002867,22.8196,5
E01002868,23.003,5
E01002869,43.0197,6b
E01002870,11.7032,3
E01002871,26.9302,6a
E01002872,15.3402,4
E01002873,36.1283,6a
E01002874,21.2895,5
E01002875,22.6472,5
E01002876,9.38816,2
E01002877,12.1583,3
E01002878,19.8205,4
E01002879,14.7894,3
E01002880,12.1957,3
E01002881,8.05731,2
E01002882,28.0933,6a
E01002883,33.9217,6a
E01002884,36.2463,6a
E01002885,34.894,6a
E01002886,31.4419,6a
E01002887,28.8027,6a
E01002888,22.3701,5
E01002889,24.3973,5
E01002890,21.0747,5
E01002891,26.3964,6a
E01002892,29.5309,6a
E01002893,27.9939,6a
E01002894,36.7694,6a
E01002895,16.7174,4
E01002896,28.2103,6a
E01002897,18.5748,4
E01002898,31.0002,6a
E01002899,16.5782,4
E01002900,6.38689,2
E01002901,15.8221,4
E01002902,30.7221,6a
E01002903,19.7045,4
E01002904,3.24476,1b
E01002905,16.0745,4
E01002906,11.1901,3
E01002907,4.55538,1b
E01002908,8.22836,2
E01002909,18.9976,4
E01002910,26.3773,6a
E01002911,21.7758,5
E01002912,17.612,4
E01002913,19.0996,4
E01002914,32.079,6a
E01002915,3.3283,1b
E01002916,6.31406,2
E01002917,2.49089,1a
E01002918,3.45427,1b
E01002919,5.29739,2
E01002920,2.91745,1b
E01002921,14.6424,3
E01002922,4.113,1b
E01002923,9.89354,2
E01002924,2.6092,1b
E01002925,7.2534,2
E01002926,5.24483,2
E01002927,3.25582,1b
E01002928,6.95776,2
E01002929,7.38855,2
E01002930,13.7679,3
E01002931,9.02801,2
E01002932,4.00611,1b
E01002933,11.0644,3
E01002934,3.95381,1b
E01002935,16.1998,4
E01002936,21.8036,5
E01002937,16.9282,4
E01002938,5.36098,2
E01002939,6.24298,2
E01002940,8.02876,2
E01002941,3.10789,1b
E01002942,7.82065,2
E01002943,2.07403,1a
E01002944,3.17134,1b
E01002945,4.9156,1b
E01002946,2.88285,1b
E01002947,5.81889,2
E01002948,1.23936,1a
E01002949,5.12719,2
E01002950,2.73316,1b
E01002951,7.41738,2
E01002952,2.54747,1b
E01002953,2.55336,1b
E01002954,14.9587,3
E01002955,4.07878,1b
E01002956,3.67723,1b
E01002957,4.3066,1b
E01002958,5.58528,2
E01002959,3.30159,1b
E01002960,7.77885,2
E01002961,5.42023,2
E01002962,2.68542,1b
E01002963,9.69181,2
E01002964,17.4131,4
E01002965,11.902,3
E01002966,4.66422,1b
E01002967,14.8438,3
E01002968,28.9117,6a
E01002969,4.31628,1b
E01002970,5.52709,2
E01002971,9.16555,2
E01002972,21.9308,5
E01002973,4.76649,1b
E01002974,16.3499,4
E01002975,5.53548,2
E01002976,2.87663,1b
E01002977,6.61485,2
E01002978,10.2614,3
E01002979,5.71697,2
E01002980,6.15185,2
E01002981,4.84664,1b
E01002982,6.77607,2
E01002983,5.64901,2
E01002984,9.82914,2
E01002985,9.48606,2
E01002986,1.74032,1a
E01002987,20.759,5
E01002988,10.5,3
E01002989,15.2118,4
E01002990,18.9405,4
E01002991,8.06871,2
E01002992,3.25729,1b
E01002993,13.2017,3
E01002994,4.76875,1b
E01002995,7.28883,2
E01002996,7.88066,2
E01002997,8.2064,2
E01002998,5.37745,2
E01002999,16.8724,4
E01003000,2.54443,1b
E01003001,5.9546,2
E01003002,5.10982,2
E01003003,8.52682,2
E01003004,3.17455,1b
E01003005,3.58681,1b
E01003006,4.90209,1b
E01003007,4.3341,1b
E01003008,4.30716,1b
E01003009,3.55607,1b
E01003010,4.37413,1b
E01003011,5.11657,2
E01003012,111.819,6b
E01003013,67.7701,6b
E01003014,63.6987,6b
E01003015,18.3133,4
E01003016,97.4605,6b
E01003017,107.861,6b
E01003018,20.885,5
E01003019,13.2646,3
E01003020,34.9462,6a
E01003021,14.6321,3
E01003022,11.2244,3
E01003023,22.0629,5
E01003024,18.3711,4
E01003025,14.2117,3
E01003026,17.087,4
E01003027,10.4829,3
E01003028,7.07734,2
E01003029,16.1552,4
E01003030,18.5586,4
E01003031,11.591,3
E01003032,26.4755,6a
E01003033,10.8363,3
E01003034,10.543,3
E01003035,26.5789,6a
E01003036,15.0854,4
E01003037,13.9905,3
E01003038,20.8984,5
E01003039,27.0005,6a
E01003040,20.5203,5
E01003041,31.3175,6a
E01003042,19.7273,4
E01003043,30.5943,6a
E01003044,13.5642,3
E01003045,19.1527,4
E01003046,11.945,3
E01003047,45.9036,6b
E01003048,18.2033,4
E01003049,29.2748,6a
E01003050,39.9008,6a
E01003051,22.2659,5
E01003052,24.6214,5
E01003053,30.8491,6a
E01003054,28.8988,6a
E01003055,37.587,6a
E01003056,22.9267,5
E01003057,24.6367,5
E01003058,21.9789,5
E01003059,23.0769,5
E01003060,35.4203,6a
E01003061,38.1137,6a
E01003062,21.5518,5
E01003063,11.8555,3
E01003064,5.58747,2
E01003065,6.48521,2
E01003066,14.9435,3
E01003067,9.70269,2
E01003068,8.45872,2
E01003069,8.782,2
E01003070,9.30892,2
E01003071,19.4128,4
E01003072,16.3781,4
E01003073,12.0144,3
E01003074,16.4748,4
E01003075,15.815,4
E01003076,16.784,4
E01003077,13.715,3
E01003078,14.7264,3
E01003079,14.5822,3
E01003080,13.5065,3
E01003081,18.5632,4
E01003082,15.713,4
E01003083,9.22927,2
E01003084,18.3197,4
E01003085,9.49352,2
E01003086,9.36021,2
E01003087,8.64523,2
E01003088,22.2813,5
E01003089,12.0319,3
E01003090,27.2919,6a
E01003091,11.2054,3
E01003092,14.3351,3
E01003093,29.4133,6a
E01003094,25.5264,6a
E01003095,20.3382,5
E01003096,23.9323,5
E01003097,19.1563,4
E01003098,20.3637,5
E01003099,36.3335,6a
E01003100,29.4847,6a
E01003101,43.76,6b
E01003102,48.9786,6b
E01003103,38.4193,6a
E01003104,33.1821,6a
E01003105,34.266,6a
E01003106,24.5518,5
E01003107,40.2344,6b
E01003108,34.503,6a
E01003109,39.2634,6a
E01003110,35.8431,6a
E01003111,10.7118,3
E01003112,20.6435,5
E01003113,23.4474,5
E01003114,23.2293,5
E01003115,23.8308,5
E01003116,10.7579,3
E01003117,25.3702,6a
E01003118,24.2963,5
E01003119,25.192,6a
E01003120,32.4049,6a
E01003121,15.0396,4
E01003122,11.1862,3
E01003123,20.2283,5
E01003124,25.4205,6a
E01003125,22.0857,5
E01003126,31.3618,6a
E01003127,29.9984,6a
E01003128,25.1733,6a
E01003129,22.0109,5
E01003130,28.5139,6a
E01003131,26.0568,6a
E01003132,7.06321,2
E01003133,22.9089,5
E01003134,11.9002,3
E01003135,23.9584,5
E01003136,18.4794,4
E01003137,27.1266,6a
E01003138,14.1278,3
E01003139,11.4202,3
E01003140,10.1648,3
E01003141,15.497,4
E01003142,9.78606,2
E01003143,8.71718,2
E01003144,10.203,3
E01003145,19.2197,4
E01003146,11.387,3
E01003147,16.2004,4
E01003148,11.4274,3
E01003149,5.06236,2
E01003150,20.8747,5
E01003151,21.2,5
E01003152,9.85664,2
E01003153,30.5073,6a
E01003154,3.8886,1b
E01003155,21.3928,5
E01003156,6.41393,2
E01003157,12.3109,3
E01003158,5.545,2
E01003159,8.65718,2
E01003160,10.5807,3
E01003161,12.1883,3
E01003162,16.3414,4
E01003163,10.7231,3
E01003164,25.453,6a
E01003165,11.2646,3
E01003166,28.0271,6a
E01003167,19.8273,4
E01003168,11.984,3
E01003169,20.2196,5
E01003170,14.5917,3
E01003171,15.1857,4
E01003172,9.28574,2
E01003173,11.1269,3
E01003174,18.4958,4
E01003175,5.59811,2
E01003176,35.6581,6a
E01003177,21.6908,5
E01003178,18.2823,4
E01003179,8.65668,2
E01003180,8.44229,2
E01003181,23.1787,5
E01003182,6.63217,2
E01003183,22.3691,5
E01003184,15.43,4
E01003185,20.292,5
E01003186,20.7004,5
E01003187,8.36782,2
E01003188,12.2311,3
E01003189,6.55551,2
E01003190,9.6281,2
E01003191,6.17321,2
E01003192,3.95064,1b
E01003193,7.18445,2
E01003194,11.355,3
E01003195,4.84938,1b
E01003196,8.83732,2
E01003197,5.55736,2
E01003198,16.2482,4
E01003199,17.7425,4
E01003200,15.4334,4
E01003201,43.6123,6b
E01003202,17.5475,4
E01003203,11.7271,3
E01003204,12.553,3
E01003205,19.8528,4
E01003206,21.4174,5
E01003207,31.5761,6a
E01003208,20.821,5
E01003209,27.8807,6a
E01003210,25.7272,6a
E01003211,19.7389,4
E01003212,17.5802,4
E01003213,15.4353,4
E01003214,18.1305,4
E01003215,39.7127,6a
E01003216,14.1614,3
E01003217,7.84483,2
E01003218,5.89341,2
E01003219,3.79319,1b
E01003220,8.7527,2
E01003221,15.5751,4
E01003222,6.46738,2
E01003223,12.3205,3
E01003224,8.66499,2
E01003225,7.02174,2
E01003226,19.141,4
E01003227,15.2386,4
E01003228,15.068,4
E01003229,9.09471,2
E01003230,8.57196,2
E01003231,12.7198,3
E01003232,15.2676,4
E01003233,11.1733,3
E01003234,4.61618,1b
E01003235,4.16014,1b
E01003236,17.1828,4
E01003237,10.6293,3
E01003238,9.70003,2
E01003239,5.44186,2
E01003240,7.72376,2
E01003241,10.5184,3
E01003242,5.77311,2
E01003243,7.80167,2
E01003244,4.91866,1b
E01003245,13.3131,3
E01003246,6.99427,2
E01003247,10.2319,3
E01003248,5.70742,2
E01003249,2.60613,1b
E01003250,8.58491,2
E01003251,8.91111,2
E01003252,11.4155,3
E01003253,18.2678,4
E01003254,11.1167,3
E01003255,18.9721,4
E01003256,15.4436,4
E01003257,12.2975,3
E01003258,6.07771,2
E01003259,9.01367,2
E01003260,8.00508,2
E01003261,13.531,3
E01003262,11.5878,3
E01003263,13.9215,3
E01003264,14.2413,3
E01003265,13.9017,3
E01003266,7.1715,2
E01003267,5.4314,2
E01003268,6.94463,2
E01003269,6.04856,2
E01003270,4.45343,1b
E01003271,4.37984,1b
E01003272,15.8681,4
E01003273,17.8771,4
E01003274,13.7806,3
E01003275,7.1541,2
E01003276,10.4773,3
E01003277,16.5674,4
E01003278,30.0924,6a
E01003279,18.5539,4
E01003280,9.66852,2
E01003281,9.32453,2
E01003282,13.6584,3
E01003283,9.86484,2
E01003284,9.34675,2
E01003285,11.4204,3
E01003286,11.6937,3
E01003287,11.4132,3
E01003288,34.2066,6a
E01003289,37.3364,6a
E01003290,15.0935,4
E01003291,17.8838,4
E01003292,12.2233,3
E01003293,14.3757,3
E01003294,8.34686,2
E01003295,11.515,3
E01003296,43.3484,6b
E01003297,1.97711,1a
E01003298,4.20951,1b
E01003299,32.8935,6a
E01003300,18.7993,4
E01003301,17.1061,4
E01003302,8.76019,2
E01003303,35.4971,6a
E01003304,30.0178,6a
E01003305,9.80878,2
E01003306,20.9881,5
E01003307,5.48879,2
E01003308,11.0308,3
E01003309,12.3692,3
E01003310,16.3686,4
E01003311,5.75959,2
E01003312,5.94647,2
E01003313,7.63834,2
E01003314,7.41916,2
E01003315,15.8232,4
E01003316,8.61095,2
E01003317,16.2203,4
E01003318,26.3736,6a
E01003319,21.3732,5
E01003320,6.65121,2
E01003321,19.4035,4
E01003322,13.4777,3
E01003323,11.9713,3
E01003324,24.554,5
E01003325,19.5259,4
E01003326,11.3001,3
E01003327,18.9543,4
E01003328,19.7274,4
E01003329,13.481,3
E01003330,6.51841,2
E01003331,13.6935,3
E01003332,5.94925,2
E01003333,7.60953,2
E01003334,20.7348,5
E01003335,12.9888,3
E01003336,14.8687,3
E01003337,13.0547,3
E01003338,29.6602,6a
E01003339,24.2591,5
E01003340,33.1725,6a
E01003341,18.1692,4
E01003342,16.5893,4
E01003343,15.792,4
E01003344,17.3481,4
E01003345,17.3822,4
E01003346,3.97314,1b
E01003347,4.4402,1b
E01003348,7.65764,2
E01003349,12.3981,3
E01003350,3.14528,1b
E01003351,5.52452,2
E01003352,13.3553,3
E01003353,7.83899,2
E01003354,3.63078,1b
E01003355,25.4402,6a
E01003356,13.1063,3
E01003357,15.4816,4
E01003358,36.2575,6a
E01003359,14.7625,3
E01003360,18.9816,4
E01003361,7.45239,2
E01003362,3.71779,1b
E01003363,5.49373,2
E01003364,4.02379,1b
E01003365,12.2574,3
E01003366,8.68426,2
E01003367,15.0427,4
E01003368,9.05606,2
E01003369,19.9008,4
E01003370,19.7909,4
E01003371,14.6225,3
E01003372,11.3062,3
E01003373,7.48357,2
E01003374,11.8388,3
E01003375,7.83687,2
E01003376,5.64445,2
E01003377,7.18775,2
E01003378,8.626,2
E01003379,14.4397,3
E01003380,8.28846,2
E01003381,19.927,4
E01003382,13.7653,3
E01003383,37.3532,6a
E01003384,35.7011,6a
E01003385,16.9143,4
E01003386,12.8065,3
E01003387,9.23468,2
E01003388,16.9948,4
E01003389,13.6858,3
E01003390,17.7537,4
E01003391,7.98264,2
E01003392,13.2469,3
E01003393,14.7846,3
E01003394,8.76462,2
E01003395,5.47662,2
E01003396,17.2958,4
E01003397,11.2521,3
E01003398,5.31892,2
E01003399,11.3375,3
E01003400,33.3128,6a
E01003401,32.8755,6a
E01003402,35.699,6a
E01003403,14.6514,3
