LSOA2001,PTAI2015,PTAL
E01004546,23.4633,5
E01004547,18.7098,4
E01004548,23.9227,5
E01004549,15.9668,4
E01004550,19.0034,4
E01004551,80.0165,6b
E01004552,70.7844,6b
E01004553,56.0727,6b
E01004554,16.7995,4
E01004555,6.42138,2
E01004556,25.5357,6a
E01004557,22.3937,5
E01004558,5.91175,2
E01004559,9.93922,2
E01004560,6.28723,2
E01004561,15.2816,4
E01004562,13.173,3
E01004563,15.8112,4
E01004564,15.8483,4
E01004565,17.9822,4
E01004566,23.1705,5
E01004567,5.71263,2
E01004568,6.27377,2
E01004569,9.73148,2
E01004570,9.87565,2
E01004571,10.0612,3
E01004572,7.32364,2
E01004573,3.67013,1b
E01004574,4.84142,1b
E01004575,5.3535,2
E01004576,1.03424,1a
E01004577,11.8297,3
E01004578,15.383,4
E01004579,10.0409,3
E01004580,35.848,6a
E01004581,6.68232,2
E01004582,9.04136,2
E01004583,10.3023,3
E01004584,8.64758,2
E01004585,54.162,6b
E01004586,58.5304,6b
E01004587,11.8972,3
E01004588,71.3531,6b
E01004589,24.4017,5
E01004590,7.74313,2
E01004591,13.6658,3
E01004592,11.5652,3
E01004593,8.33756,2
E01004594,11.3183,3
E01004595,7.9174,2
E01004596,11.5288,3
E01004597,7.43252,2
E01004598,17.8299,4
E01004599,7.76611,2
E01004600,19.9831,4
E01004601,10.5263,3
E01004602,29.104,6a
E01004603,14.7719,3
E01004604,6.57518,2
E01004605,5.83947,2
E01004606,13.7766,3
E01004607,18.6834,4
E01004608,30.8216,6a
E01004609,32.7799,6a
E01004610,13.9811,3
E01004611,14.3291,3
E01004612,17.9333,4
E01004613,25.5224,6a
E01004614,20.741,5
E01004615,11.9066,3
E01004616,31.1881,6a
E01004617,14.5109,3
E01004618,15.3782,4
E01004619,5.1342,2
E01004620,4.91633,1b
E01004621,12.7501,3
E01004622,3.16192,1b
E01004623,11.9191,3
E01004624,9.31174,2
E01004625,3.97119,1b
E01004626,6.00695,2
E01004627,16.2964,4
E01004628,5.31662,2
E01004629,9.32165,2
E01004630,8.87223,2
E01004631,8.34233,2
E01004632,9.61406,2
E01004633,9.569,2
E01004634,5.70922,2
E01004635,9.45485,2
E01004636,4.895,1b
E01004637,6.43003,2
E01004638,3.91931,1b
E01004639,4.88593,1b
E01004640,8.41123,2
E01004641,11.3352,3
E01004642,4.81162,1b
E01004643,11.1144,3
E01004644,6.22767,2
E01004645,6.09325,2
E01004646,17.3159,4
E01004647,14.8005,3
E01004648,18.6008,4
E01004649,21.6555,5
E01004650,21.5086,5
E01004651,22.4332,5
E01004652,46.8112,6b
E01004653,22.0553,5
E01004654,26.1461,6a
E01004655,19.2147,4
E01004656,32.9717,6a
E01004657,65.4648,6b
E01004658,60.5846,6b
E01004659,51.7312,6b
E01004660,67.5543,6b
E01004661,67.4532,6b
E01004662,64.3299,6b
E01004663,62.8432,6b
E01004664,20.7623,5
E01004665,9.84175,2
E01004666,57.5241,6b
E01004667,46.0239,6b
E01004668,12.0873,3
E01004669,10.3488,3
E01004670,22.7722,5
E01004671,27.7182,6a
E01004672,28.7021,6a
E01004673,53.8354,6b
E01004674,21.5926,5
E01004675,21.7743,5
E01004676,19.9467,4
E01004677,20.7789,5
E01004678,23.154,5
E01004679,20.8297,5
E01004680,52.2843,6b
E01004681,48.2925,6b
E01004682,58.4605,6b
E01004683,51.9145,6b
E01004684,59.6186,6b
E01004685,53.9394,6b
E01004686,52.7642,6b
E01004687,56.1355,6b
E01004688,17.0752,4
E01004689,21.6517,5
E01004690,79.5459,6b
E01004691,36.6798,6a
E01004692,19.0912,4
E01004693,32.3528,6a
E01004694,42.605,6b
E01004695,28.8042,6a
E01004696,35.8808,6a
E01004697,46.771,6b
E01004698,32.0154,6a
E01004699,36.6663,6a
E01004700,43.6558,6b
E01004701,20.3509,5
E01004702,35.2074,6a
E01004703,29.3416,6a
E01004704,21.4753,5
E01004705,21.3213,5
E01004706,16.191,4
E01004707,16.003,4
E01004708,20.4872,5
E01004709,20.2799,5
E01004710,24.3461,5
E01004711,19.8554,4
E01004712,63.3469,6b
E01004713,50.0415,6b
E01004714,63.5465,6b
E01004715,52.7533,6b
E01004716,47.6987,6b
E01004717,53.748,6b
E01004718,20.4329,5
E01004719,16.6143,4
E01004720,19.3185,4
E01004721,15.3964,4
E01004722,18.957,4
E01004723,21.6252,5
E01004724,14.764,3
E01004725,16.858,4
E01004726,20.4304,5
E01004727,18.3946,4
E01004728,22.9104,5
E01004729,19.9814,4
E01004730,2.84279,1b
E01004731,58.0502,6b
E01004732,44.0277,6b
E01004733,47.8709,6b
E01004734,97.9024,6b
E01004735,91.8113,6b
E01004736,62.2872,6b
E01004737,35.7017,6a
E01004738,19.6072,4
E01004739,12.1385,3
E01004740,61.1723,6b
E01004741,48.6476,6b
E01004742,44.3935,6b
E01004743,21.7622,5
E01004744,62.921,6b
E01004745,28.2706,6a
E01004746,23.0741,5
E01004747,54.0743,6b
E01004748,78.4479,6b
E01004749,66.9255,6b
E01004750,80.6097,6b
E01004751,57.4968,6b
E01004752,22.2623,5
E01004753,30.2124,6a
E01004754,18.4226,4
E01004755,19.7925,4
E01004756,18.7855,4
E01004757,26.6501,6a
E01004758,15.7994,4
E01004759,20.706,5
E01004760,16.5669,4
E01004761,53.4094,6b
E01004762,55.3645,6b
E01004763,73.9184,6b
E01004764,77.232,6b
E01004765,67.2584,6b
